Trial	CURRENT_FIX_INTEREST_AREA_ID	Surprisal
10	45	1.1875
10	46	0.579525
10	47	1.53535
10	48	1.76793
10	49	1.19988
10	50	0.694393
10	51	0.283467
10	52	1.928095
10	53	0.88883
10	54	1.4027
10	55	2.03526
10	56	0.734127
10	57	0.6780835
10	58	0.7517855
10	59	1.29972
10	60	0.894462
10	61	0.482022
10	62	1.1117345
10	63	0.998785
10	64	0.574796
10	65	1.38049
10	66	1.24777
10	67	1.4731
10	68	1.0499235
10	69	1.06555
10	70	0.871451
10	71	1.60176
10	72	3.69444
10	73	1.25571
10	74	1.06944
10	75	1.47323
10	76	1.3305215
10	77	1.1164
10	78	0.66005
10	79	1.09038
10	80	1.28409
10	81	1.38283
10	82	0.973722
10	83	1.0891
10	84	1.030867
10	85	1.1875
10	86	0.579525
10	87	1.53535
10	88	0.805993
10	89	0.6375935
10	90	1.1875
10	91	0.579525
10	92	1.22264
10	93	0.626609
10	94	1.55918
10	95	1.37191
10	96	0.326749
10	97	0.585241
10	98	1.05174
10	99	0.654019
10	100	0.8812
10	101	1.2562
10	102	0.69145
10	103	1.21431
10	104	0.931863
10	105	1.53535
10	106	1.750695
11	1	0.882805
11	2	0.404759
11	3	0.349913
11	4	0.53887
11	5	0.48011
11	6	0.639772
11	7	1.32412
11	8	0.716319
11	9	2.41435
11	10	0.211905
11	11	1.35827
11	12	2.46848
11	13	0.410682
11	14	1.52132
11	15	1.1875
11	16	0.579525
11	17	0.703711
11	18	1.2512475
11	19	0.649963
11	20	0.41096
11	21	0.585859
11	22	0.48011
11	23	0.639772
11	24	0.171334
11	25	0.585859
11	26	1.73797
11	27	0.931863
11	28	1.05597
11	29	0.971698
11	30	0.7074285
11	31	1.0013885
11	32	0.662958
11	33	0.691724
11	34	1.035722
11	35	1.23986
11	36	1.00016
11	37	0.656191
11	38	1.053662
11	39	1.01174
11	40	0.342731
11	41	0.936116
11	42	0.659706
11	43	0.48011
11	44	0.6866915
11	45	1.02839
11	46	0.795176
11	47	0.684014
11	48	1.09477
11	49	0.256804
11	50	0.585859
11	51	0.48011
11	52	0.349913
11	53	0.8619685
11	54	1.1875
11	55	0.579525
11	56	1.22264
11	57	1.565985
11	58	0.93665
11	59	1.06752
11	60	1.23787
11	61	0.636831
11	62	0.685715
11	63	0.171334
11	64	0.585859
11	65	1.083412
11	66	1.35919
11	67	0.811186
11	68	0.642208
11	69	0.685715
11	70	0.171334
11	71	2.97695
11	72	3.94287
11	73	0.902578
11	74	1.1875
11	75	0.579525
11	76	1.46233
11	77	1.83608
11	78	1.87039
11	79	1.42175
11	80	2.115885
11	81	2.33756
11	82	0.952845
11	83	2.457
11	84	1.912905
11	85	0.644206
11	86	0.332853
11	87	1.42909
11	88	0.9300845
11	89	0.644206
11	90	1.00945
11	91	1.2631
11	92	1.35171
11	93	2.21314
11	94	0.955995
11	95	0.648
11	96	0.342157
11	97	1.57145
11	98	1.87631
11	99	1.28201
11	100	1.57897
11	101	4.0183
11	102	0.857859
12	1	1.24777
12	2	1.02505
12	3	1.21431
12	4	1.13661
12	5	1.98796
12	6	1.27069
12	7	1.38396
12	8	0.648344
12	9	0.464255
12	10	0.349913
12	11	2.20574
12	12	0.809441
12	13	1.01162
12	14	2.3619
12	15	0.94873
12	16	2.755
12	17	1.43409
12	18	2.61064
12	19	1.87125
12	20	0.892772
12	21	0.181794
12	22	1.20903
12	23	0.393823
12	24	1.433845
12	25	1.1875
12	26	1.1453
12	27	1.40683
12	28	1.55431
12	29	0.8950135
12	30	1.51915
12	31	1.12074
12	32	1.83045
12	33	0.81882
12	34	0.464255
12	35	0.349913
12	36	1.57145
12	37	1.62887
12	38	1.61032
12	39	0.597075
12	40	0.967382
12	41	1.3888
12	42	0.468065
12	43	2.3685
12	44	0.70063
12	45	1.34287
12	46	0.4606425
12	47	2.21675
12	48	0.419943
12	49	0.585241
12	50	0.681485
12	51	1.3888
12	52	0.468065
12	53	2.3685
12	54	0.804012
12	55	0.281637
12	56	1.35986
12	57	0.5675325
12	58	2.21675
12	59	0.419943
12	60	1.34299
12	61	0.599115
12	62	0.291491
12	63	0.53887
12	64	0.48011
12	65	0.7113065
12	66	1.45323
12	67	2.49454
12	68	1.01618
12	69	1.46005
12	70	0.3980075
12	71	1.46404
12	72	0.785811
12	73	2.3784
12	74	0.880825
12	75	0.275035
12	76	0.585241
12	77	1.05174
12	78	0.654019
12	79	1.433845
12	80	1.24777
12	81	1.02505
12	82	0.464255
12	83	0.349913
12	84	2.15149
12	85	1.02103
12	86	0.810068
12	87	0.484783
12	88	0.349913
12	89	1.296513
12	90	1.1875
12	91	0.889624
12	92	1.57577
12	93	1.8136
12	94	1.0837
12	95	0.654135
12	96	1.02839
12	97	1.87799
12	98	1.98675
12	99	0.72494
12	100	0.298652
12	101	1.70238
12	102	0.745734
12	103	0.926364
12	104	0.702393
12	105	1.02303
12	106	1.06079
12	107	0.6161475
13	1	0.644206
13	2	1.00945
13	3	1.387972
13	4	1.41809
13	5	1.38135
13	6	0.263431
13	7	0.896143
13	8	0.430447
13	9	0.349913
13	10	0.53887
13	11	1.51068
13	12	2.55307
13	13	0.88867
13	14	0.835847
13	15	0.171334
13	16	2.3685
13	17	0.804012
13	18	0.9517235
13	19	0.644206
13	20	2.05236
13	21	0.854574
13	22	0.6166075
13	23	1.2562
13	24	1.42169
13	25	1.464175
13	26	1.80616
13	27	1.61974
13	28	2.25202
13	29	2.47479
13	30	0.736006
13	31	0.448699
13	32	0.639772
13	33	0.171334
13	34	1.89074
13	35	1.11113
13	36	0.58476
13	37	0.464255
13	38	0.639772
13	39	0.171334
13	40	0.8450515
13	41	0.644206
13	42	0.516675
13	43	0.883105
13	44	0.48011
13	45	0.349913
13	46	0.936116
13	47	1.8044
13	48	3.61783
13	49	1.78931
13	50	0.630452
13	51	0.171334
13	52	0.585859
13	53	1.21508
13	54	0.53635
13	55	0.837923
13	56	0.423523
13	57	1.35146
13	58	0.654362
13	59	0.7517855
13	60	1.51106
13	61	0.800889
13	62	1.46117
13	63	1.94979
13	64	1.43819
13	65	1.07069
13	66	0.345199
13	67	0.896143
13	68	3.64839
13	69	0.828803
13	70	0.174381
13	71	0.585859
13	72	1.51068
13	73	0.987895
13	74	0.424223
13	75	0.7113065
13	76	2.86709
13	77	0.850361
13	78	1.97645
13	79	2.79492
13	80	0.561958
13	81	0.5344545
13	82	1.02839
13	83	1.87799
13	84	1.53289
13	85	3.23091
13	86	3.96754
13	87	1.21183
13	88	1.24554
13	89	0.95055
13	90	0.678788
13	91	0.171334
13	92	0.8450515
14	1	1.123395
14	2	0.652157
14	3	0.220787
14	4	0.618695
14	5	0.681485
14	6	1.1875
14	7	0.579525
14	8	0.703711
14	9	0.685715
14	10	2.0635
14	11	1.10277
14	12	0.681698
14	13	1.02839
14	14	0.8566285
14	15	2.50692
14	16	0.968321
14	17	1.68214
14	18	0.644206
14	19	0.332853
14	20	0.936116
14	21	1.37944
14	22	0.805377
14	23	0.473952
14	24	0.855295
14	25	0.437823
14	26	0.603018
14	27	1.03752
14	28	1.66201
14	29	1.81918
14	30	0.559719
14	31	0.9142545
14	32	1.59678
14	33	0.866856
14	34	0.935173
14	35	3.98068
14	36	0.388102
14	37	1.18567
14	38	1.1875
14	39	0.579525
14	40	0.703711
14	41	1.1632
14	42	1.39103
14	43	1.06644
14	44	0.383865
14	45	0.53887
14	46	0.955416
14	47	0.880117
14	48	1.27084
14	49	1.4206
14	50	0.513876
14	51	1.22963
14	52	2.46226
14	53	1.55525
14	54	1.10314
14	55	0.568678
14	56	1.31406
14	57	1.2336065
14	58	1.18274
14	59	1.16972
14	60	1.08202
14	61	0.275035
14	62	0.585241
14	63	0.29027
14	64	0.53887
14	65	0.949699
14	66	1.1875
14	67	0.985268
14	68	0.59931
14	69	0.753725
14	70	3.80196
14	71	1.25571
14	72	1.06944
14	73	0.579565
14	74	0.662049
14	75	1.79539
14	76	1.19585
14	77	0.810826
14	78	0.999278
14	79	2.12068
14	80	2.57926
14	81	1.270055
14	82	0.644206
14	83	2.41489
14	84	1.1581
14	85	0.555881
14	86	1.2611895
14	87	1.33545
14	88	0.965028
14	89	1.15325
14	90	0.840802
14	91	0.776057
14	92	1.31033
14	93	1.4476
14	94	1.10232
15	1	1.42043
15	2	1.51803
15	3	0.579565
15	4	1.24824
15	5	1.33182
15	6	1.0083
15	7	0.48475
15	8	1.10281
15	9	2.3246
15	10	2.46827
15	11	2.49185
15	12	0.236365
15	13	1.5630825
15	14	0.928791
15	15	1.116211
15	16	0.699607
15	17	1.594865
15	18	0.713067
15	19	0.342731
15	20	1.35827
15	21	2.07668
15	22	0.76822
15	23	3.24147
15	24	0.881104
15	25	0.678788
15	26	0.888744
15	27	1.49038
15	28	0.735398
15	29	1.98796
15	30	3.8098
15	31	2.64129
15	32	1.23555
15	33	0.468886
15	34	1.058451
15	35	0.644206
15	36	1.00945
15	37	1.18896
15	38	0.644206
15	39	0.332853
15	40	1.448405
15	41	1.52534
15	42	1.56278
15	43	1.139572
15	44	2.2852
15	45	3.51468
15	46	1.96756
15	47	1.05091
15	48	0.342731
15	49	1.61734
15	50	0.72446
15	51	0.6671145
15	52	1.02839
15	53	1.10376
15	54	2.20482
15	55	2.48331
15	56	1.96683
15	57	0.33832
15	58	0.495327
15	59	1.14297
15	60	0.924337
15	61	1.5685345
15	62	0.644206
15	63	1.00945
15	64	1.40766
15	65	1.06893
15	66	1.4133
15	67	1.43269
15	68	0.882805
15	69	1.350645
15	70	1.38033
15	71	1.02005
15	72	2.22859
15	73	1.5342
15	74	0.414544
15	75	1.0057
15	76	1.10217
15	77	1.1164
15	78	1.23967
15	79	0.371157
15	80	1.39902
15	81	0.25968
15	82	1.45961
15	83	1.0469
15	84	1.69079
15	85	0.477705
15	86	0.495327
15	87	0.639772
15	88	0.888744
16	1	0.699607
16	2	1.58905
16	3	0.173474
16	4	1.34866
16	5	1.697425
16	6	0.638572
16	7	0.54508
16	8	1.1875
16	9	0.579525
16	10	1.05597
16	11	0.246436
16	12	0.585241
16	13	0.29027
16	14	0.53887
16	15	1.353745
16	16	0.649963
16	17	0.41096
16	18	2.01595
16	19	0.69086
16	20	1.02771
16	21	0.220787
16	22	1.409085
16	23	0.644206
16	24	0.332853
16	25	1.57434
16	26	0.300295
16	27	1.39911
16	28	2.14275
16	29	0.307979
16	30	0.519238
16	31	3.60958
16	32	1.12537
16	33	1.06944
16	34	0.8243
16	35	1.81547
16	36	0.326749
16	37	0.585241
16	38	0.29027
16	39	1.42909
16	40	0.326749
16	41	0.585241
16	42	0.29027
16	43	0.53887
16	44	3.81683
16	45	0.758394
16	46	1.1875
16	47	0.579525
16	48	3.60958
16	49	0.561102
16	50	1.66892
16	51	1.45191
16	52	0.95055
16	53	1.247784
16	54	0.93665
16	55	0.795176
16	56	2.63066
16	57	0.734993
16	58	0.6534685
16	59	1.37835
16	60	2.23875
16	61	0.326749
16	62	1.94022
16	63	0.158629
16	64	1.0264215
16	65	1.1875
16	66	0.579525
16	67	1.53535
16	68	1.09606
16	69	0.983783
16	70	0.839714
16	71	1.9013
16	72	0.876757
16	73	2.46161
16	74	1.312995
16	75	0.983783
16	76	1.25059
